Date,Open,High,Low,Close
5/11/2000,3450.06,3502.53,3389.87,3499.58
5/12/2000,3546.24,3619.69,3523.2,3529.06
5/15/2000,3533.21,3607.77,3445.13,3607.65
5/16/2000,3674.89,3729.12,3626.99,3717.57
5/17/2000,3649.54,3690.82,3616.27,3644.96
5/18/2000,3660.24,3663.84,3538.71,3538.71
5/19/2000,3480.63,3506.18,3381.73,3390.4
5/22/2000,3385.77,3390.95,3172.65,3364.21
5/23/2000,3346.66,3389.6,3163.97,3164.55
5/24/2000,3155.14,3276.19,3042.66,3270.61
5/25/2000,3308.51,3365.84,3194.59,3205.35
5/26/2000,3215.28,3256.63,3150.78,3205.11
5/30/2000,3293.84,3460.24,3286.54,3459.48
5/31/2000,3428.25,3501.51,3399.62,3400.91
6/1/2000,3471.95,3583.27,3459.85,3582.5
6/2/2000,3728.95,3814.5,3728.95,3813.38
6/5/2000,3773.24,3875.66,3765.6,3821.76
6/6/2000,3773.24,3884.01,3749.18,3756.37
6/7/2000,3766.55,3839.37,3725.87,3839.26
6/8/2000,3886.04,3890.02,3797.41,3825.56
6/9/2000,3892.75,3893.67,3847.71,3874.84
6/12/2000,3892.05,3892.05,3767.88,3767.91
6/13/2000,3743.91,3851.43,3695.35,3851.06
6/14/2000,3875.04,3883.34,3797,3797.41
6/15/2000,3802.19,3849.94,3763.74,3845.74
6/16/2000,3877.07,3883.15,3822.34,3860.56
6/19/2000,3829.56,3990.79,3825.69,3989.83
6/20/2000,4003.09,4050.58,3982.23,4013.36
6/21/2000,3965.37,4073.16,3961.3,4064.01
6/22/2000,4073.73,4073.73,3936.84,3936.84
6/23/2000,3950.05,3957.68,3830.23,3845.34
6/26/2000,3854.66,3914.51,3852.41,3912.12
6/27/2000,3904.4,3945.75,3858.95,3858.96
6/28/2000,3877.77,3974.48,3872.17,3940.34
6/29/2000,3900.29,3929.1,3838.85,3877.23
6/30/2000,3889.51,3967.49,3889.33,3966.11
7/3/2000,3950.59,3995.85,3942.93,3991.93
7/5/2000,3949.76,3950.19,3859.2,3863.1
7/6/2000,3872.91,3961.1,3820.34,3960.57
7/7/2000,3978.38,4052.97,3960.81,4023.2
7/10/2000,3993.62,4028.54,3976.2,3980.29
7/11/2000,3970.42,4029.3,3936.75,3956.42
7/12/2000,4024.59,4103.65,4001.73,4099.59
7/13/2000,4117.85,4193.24,4111.16,4174.86
7/14/2000,4221.8,4252.22,4174.6,4246.18
7/17/2000,4243.55,4289.06,4215.86,4274.67
7/18/2000,4233.49,4237.85,4161.89,4177.17
7/19/2000,4154.37,4159.39,4047.43,4055.63
7/20/2000,4106.63,4184.56,4106.63,4184.56
7/21/2000,4154,4163.34,4093.76,4094.45
7/24/2000,4109.65,4125.8,3976.51,3981.57
7/25/2000,4015.41,4034.8,3955.36,4029.57
7/26/2000,3998.03,4002.7,3906.55,3987.72
7/27/2000,3951.39,3954.96,3841.62,3842.23
7/28/2000,3863.25,3867.8,3642.28,3663
7/31/2000,3692.43,3767.89,3615.79,3766.99
8/1/2000,3760.95,3766.92,3682.45,3685.52
8/2/2000,3684.12,3753.95,3651.81,3658.46
8/3/2000,3554.68,3761.07,3521.14,3759.88
8/4/2000,3812.31,3846.98,3751.22,3787.36
8/7/2000,3819.38,3870.26,3795.61,3862.99
8/8/2000,3850.87,3893.05,3839.58,3848.55
8/9/2000,3915.26,3936.46,3849.77,3853.5
8/10/2000,3843.58,3847.29,3759.99,3759.99
8/11/2000,3741.62,3789.98,3686.86,3789.47
8/14/2000,3804.69,3850.27,3767.37,3849.69
8/15/2000,3846.83,3888.92,3831.96,3851.66
8/16/2000,3878.58,3914.84,3844.17,3861.2
8/17/2000,3858.88,3947.05,3857.75,3940.87
8/18/2000,3958.7,3980.26,3925.95,3930.34
8/21/2000,3966.23,3985.62,3917.94,3953.15
8/22/2000,3970.16,4011.15,3957.85,3958.21
8/23/2000,3935.51,4011.76,3902.11,4011.01
8/24/2000,4020.99,4055.44,4004.77,4053.28
8/25/2000,4049.84,4083.12,4025.59,4042.68
8/28/2000,4049.18,4097.33,4048.01,4070.59
8/29/2000,4074.21,4093.88,4056.26,4082.17
8/30/2000,4076.5,4115.99,4065.82,4103.81
8/31/2000,4127.19,4208.73,4127.19,4206.35
9/1/2000,4252.15,4259.87,4192.89,4234.33
9/5/2000,4205.94,4206.51,4143.18,4143.18
9/6/2000,4136.84,4136.84,4013.34,4013.34
9/7/2000,4047.02,4105.54,4035.12,4098.35
9/8/2000,4081.96,4081.96,3977.47,3978.41
9/11/2000,3961.16,4008.46,3880.69,3896.35
9/12/2000,3925.42,3958.36,3834.34,3849.51
9/13/2000,3794.92,3895.81,3794.29,3893.89
9/14/2000,3963.1,3984.33,3897.18,3913.86
9/15/2000,3905.09,3905.09,3806.88,3835.23
9/18/2000,3838.63,3862.32,3702.54,3726.52
9/19/2000,3766.04,3865.85,3740.65,3865.64
9/20/2000,3863.08,3913.87,3795.08,3897.44
9/21/2000,3864.6,3892.4,3813.12,3828.87
9/22/2000,3616.16,3803.76,3614.66,3803.76
9/25/2000,3852.53,3868.11,3737.5,3741.22
9/26/2000,3762.65,3795.79,3677.73,3689.1
9/27/2000,3748.75,3750.61,3622.66,3656.3
9/28/2000,3638.94,3778.38,3626.55,3778.32
9/29/2000,3749.27,3751.33,3670.31,3672.82
10/2/2000,3714.37,3714.37,3559.84,3568.9
10/3/2000,3624.93,3639.29,3454.65,3455.83
10/4/2000,3440.6,3532.43,3382.53,3523.1
10/5/2000,3499.96,3549.01,3459.58,3472.1
10/6/2000,3477.7,3505.81,3314.91,3361.01
10/9/2000,3352.15,3376.92,3233.19,3355.56
10/10/2000,3326.89,3383.4,3229.01,3240.54
10/11/2000,3152.33,3258.24,3103.53,3168.49
10/12/2000,3241.26,3249.11,3071.25,3074.68
10/13/2000,3054.55,3316.97,3054.55,3316.77
10/16/2000,3315.48,3339.85,3262.37,3290.28
10/17/2000,3335.4,3348.61,3173.68,3213.96
10/18/2000,3106.95,3257.81,3026.11,3171.56
10/19/2000,3330.25,3423.45,3314.89,3418.6
10/20/2000,3402.96,3535.11,3401.88,3483.14
10/23/2000,3483.38,3523.69,3432.44,3468.69
10/24/2000,3495.45,3526.71,3401.05,3419.79
10/25/2000,3347.24,3376.33,3210.74,3229.57
10/26/2000,3245.4,3286.29,3081.36,3272.18
10/27/2000,3320.69,3362.26,3231.63,3278.36
10/30/2000,3243.88,3279.72,3149.24,3191.4
10/31/2000,3223.44,3379.08,3223.44,3369.63
11/1/2000,3316.51,3396.72,3289.46,3333.39
11/2/2000,3387.28,3433.16,3370.02,3429.02
11/3/2000,3447.32,3468.59,3401.77,3451.58
11/6/2000,3469.35,3480.01,3412.98,3416.21
11/7/2000,3399.28,3435.13,3360.26,3415.79
11/8/2000,3426.29,3429.12,3231.28,3231.7
11/9/2000,3174.9,3230,3087.06,3200.35
11/10/2000,3122.11,3141.35,3028.92,3028.99
11/13/2000,2956.09,3063.31,2859.39,2966.72
11/14/2000,3069.81,3145.3,3059.88,3138.27
11/15/2000,3137.61,3208.95,3104.57,3165.49
11/16/2000,3121.8,3175.63,3031.76,3031.88
11/17/2000,3044.45,3090.97,2967.17,3027.19
11/20/2000,2943.11,2949.5,2860.49,2875.64
11/21/2000,2892.03,2921.8,2845.17,2871.45
11/22/2000,2828.14,2872.64,2754.14,2755.34
11/24/2000,2855.49,2904.46,2820.91,2904.38
11/27/2000,2979.93,2998.75,2874.71,2880.49
11/28/2000,2873.73,2891.4,2734.46,2734.98
11/29/2000,2748.18,2770.18,2642.89,2706.93
11/30/2000,2599.04,2641.75,2523.04,2597.93
12/1/2000,2644.09,2749.06,2604.27,2645.29
12/4/2000,2662.56,2671.18,2567.18,2615.75
12/5/2000,2702.72,2889.8,2694.41,2889.8
12/6/2000,2878.87,2916.2,2781.24,2796.5
12/7/2000,2748.29,2794.53,2707.96,2752.66
12/8/2000,2857.93,2929.95,2844.93,2917.43
12/11/2000,2936.6,3028.75,2901.48,3015.1
12/12/2000,2994.06,3002.53,2930.99,2931.77
12/13/2000,2996.57,3001.72,2814.13,2822.77
12/14/2000,2820.48,2847.37,2727.26,2728.51
12/15/2000,2688.66,2697.93,2596.03,2653.27
12/18/2000,2698.72,2726.2,2597.47,2624.52
12/19/2000,2617.06,2696.61,2509.76,2511.71
12/20/2000,2410.96,2432.83,2312.51,2332.78
12/21/2000,2315.14,2423.71,2288.16,2340.12
12/22/2000,2397.67,2517.93,2397.67,2517.02
12/26/2000,2518.29,2548.75,2436.19,2493.52
12/27/2000,2471.33,2539.52,2450.22,2539.35
12/28/2000,2517.9,2571.52,2514.56,2557.76
12/29/2000,2552.68,2577.02,2456.54,2470.52
1/2/2001,2474.16,2474.16,2273.07,2291.86
1/3/2001,2254.56,2618.03,2251.71,2616.69
1/4/2001,2593.96,2644.8,2549.83,2566.83
1/5/2001,2573.11,2574.62,2395.39,2407.65
1/8/2001,2388.72,2397.06,2299.65,2395.92
1/9/2001,2424.69,2474.16,2406.08,2441.3
1/10/2001,2392.71,2525.28,2376.49,2524.18
1/11/2001,2495.59,2661.93,2495.01,2640.57
1/12/2001,2639.56,2699.87,2589.63,2626.5
1/16/2001,2631.49,2638.22,2576.95,2618.55
1/17/2001,2710.53,2756.63,2668.48,2682.78
1/18/2001,2696.74,2769.98,2661.26,2768.49
1/19/2001,2838.36,2841.25,2752.06,2770.38
1/22/2001,2759.1,2789.63,2722.96,2757.91
1/23/2001,2812.42,2845.39,2812.42,2840.39
1/24/2001,2850.74,2892.36,2828.32,2859.15
1/25/2001,2836.35,2849.56,2753.37,2754.28
1/26/2001,2705.39,2785.62,2686.65,2781.3
1/29/2001,2757.29,2840.02,2742.5,2838.34
1/30/2001,2845.01,2861.71,2817.13,2838.35
1/31/2001,2848.11,2872.47,2772.35,2772.73
2/1/2001,2771.57,2796.89,2742.44,2782.79
2/2/2001,2782.93,2791.58,2660.11,2660.5
2/5/2001,2639.65,2656.02,2596.73,2643.21
2/6/2001,2641.91,2705.59,2640.23,2664.49
2/7/2001,2615.94,2636.07,2554.76,2607.82
2/8/2001,2625.78,2651.84,2562.02,2562.06
2/9/2001,2542.24,2542.62,2455.87,2470.97
2/12/2001,2458.65,2508.27,2435.36,2489.66
2/13/2001,2510.84,2554.65,2427.47,2427.72
2/14/2001,2437.68,2493.11,2388.4,2491.4
2/15/2001,2536.63,2593.09,2536.63,2552.91
2/16/2001,2444.6,2457.65,2397.43,2425.38
2/20/2001,2439.57,2442.99,2317.77,2318.35
2/21/2001,2281.79,2353.51,2257.15,2268.94
2/22/2001,2272.13,2291.69,2185.91,2244.96
2/23/2001,2221.27,2264.68,2156.29,2262.51
2/26/2001,2287.88,2309.73,2238.64,2308.5
2/27/2001,2286.64,2300.18,2206.72,2207.82
2/28/2001,2223.88,2238.06,2127.5,2151.83
3/1/2001,2126.3,2184.41,2071.03,2183.37
3/2/2001,2111.23,2197.85,2091.55,2117.63
3/5/2001,2142.75,2163.09,2127.96,2142.92
3/6/2001,2204.3,2256.72,2202.7,2204.43
3/7/2001,2241.23,2243.75,2201.41,2223.92
3/8/2001,2211.3,2220.12,2161.41,2168.73
3/9/2001,2124.11,2124.11,2041.78,2052.78
3/12/2001,2001.68,2004.09,1922.78,1923.38
3/13/2001,1948.7,2015.35,1932.63,2014.78
3/14/2001,1948.56,2028.53,1933.4,1972.09
3/15/2001,2023.79,2030.73,1939.38,1940.71
3/16/2001,1914.58,1940.71,1877.69,1890.91
3/19/2001,1901.45,1953.08,1867.58,1951.18
3/20/2001,1964.45,1974.14,1857.41,1857.44
3/21/2001,1862.74,1896.21,1820.75,1830.23
3/22/2001,1845.34,1898.1,1794.21,1897.7
3/23/2001,1938.91,1952.92,1891.99,1928.68
3/26/2001,1957.71,1960.68,1909.42,1918.49
3/27/2001,1922.7,1979.75,1907.16,1972.26
3/28/2001,1925.3,1925.3,1852.96,1854.13
3/29/2001,1838.44,1876.74,1802.76,1820.57
3/30/2001,1830.42,1855.58,1794.3,1840.26
4/2/2001,1835.22,1852.49,1769.66,1782.97
4/3/2001,1758.18,1759.01,1660.92,1673
4/4/2001,1668.37,1698.21,1619.58,1638.8
4/5/2001,1709.91,1785.73,1706.1,1785
4/6/2001,1756.11,1756.11,1700.2,1720.36
4/9/2001,1739.66,1757.38,1710.76,1745.71
4/10/2001,1771.68,1868.1,1771.68,1852.03
4/11/2001,1929.93,1948.08,1884.95,1898.95
4/12/2001,1881.19,1961.57,1868.76,1961.43
4/13/2001,1961.43,1961.57,1868.76,1961.43
4/16/2001,1934.7,1946.92,1891.88,1909.57
4/17/2001,1872.35,1941.57,1869.34,1923.22
4/18/2001,2005.06,2129.31,1995.91,2079.44
4/19/2001,2100.88,2182.14,2082.24,2182.14
4/20/2001,2171.9,2202.86,2135.32,2163.41
4/23/2001,2118.36,2118.77,2046.84,2059.32
4/24/2001,2055.32,2095.89,2012.37,2016.61
4/25/2001,2013.42,2066.97,2000.83,2059.8
4/26/2001,2086.04,2095.83,2032.38,2034.88
4/27/2001,2070.24,2082.65,2046.71,2075.68
4/30/2001,2113.11,2159.08,2097.58,2116.24
5/1/2001,2116.24,2168.42,2088.61,2168.24
5/2/2001,2205.25,2232.66,2175.13,2220.6
5/3/2001,2183.07,2183.07,2129.07,2146.2
5/4/2001,2102.61,2191.93,2089.23,2191.53
5/7/2001,2194.04,2215.37,2166.51,2173.57
5/8/2001,2210.07,2210.45,2165.37,2198.77
5/9/2001,2160.13,2189.03,2141.43,2156.63
5/10/2001,2195.52,2197.03,2128.69,2128.86
5/11/2001,2130.74,2140.37,2097.36,2107.43
5/14/2001,2105.36,2105.38,2052.41,2081.92
5/15/2001,2086.98,2125.32,2077.5,2085.69
5/16/2001,2067.6,2171.22,2057.99,2166.44
5/17/2001,2170.01,2216.36,2167.72,2193.68
5/18/2001,2182.56,2205.65,2172.48,2198.88
5/21/2001,2201.45,2305.73,2198.14,2305.59
5/22/2001,2319.18,2328.05,2291.91,2313.85
5/23/2001,2299.75,2299.75,2243.46,2243.48
5/24/2001,2250.04,2282.19,2226.26,2282.02
5/25/2001,2275.59,2282.43,2242.86,2251.03
5/29/2001,2239.92,2239.92,2170.58,2175.54
5/30/2001,2136.95,2137.67,2077.98,2084.5
5/31/2001,2092.53,2140.07,2092.48,2110.49
6/1/2001,2131.12,2157.8,2101.26,2149.44
6/4/2001,2164.7,2174.16,2136.63,2155.93
6/5/2001,2167.31,2244.23,2167.24,2233.66
6/6/2001,2239.86,2249.72,2204.88,2217.73
6/7/2001,2208.03,2264.58,2205.85,2264
6/8/2001,2263.75,2263.75,2202.27,2215.1
6/11/2001,2205.41,2205.41,2150.75,2170.78
6/12/2001,2133.56,2184.2,2105.26,2169.95
6/13/2001,2175.62,2187.16,2121.38,2121.66
6/14/2001,2100.74,2101.05,2043.36,2044.07
6/15/2001,2017.8,2048.32,1992.39,2028.43
6/18/2001,2035.34,2046.63,1987.17,1988.63
6/19/2001,2046.04,2057.19,1978.25,1992.66
6/20/2001,1974.11,2032.67,1973.7,2031.24
6/21/2001,2026.3,2077.43,2014.33,2058.76
6/22/2001,2062,2074.83,2028.07,2034.84
6/25/2001,2054.34,2060.06,2026.4,2050.87
6/26/2001,2022.86,2068.15,2017.34,2064.62
6/27/2001,2068.29,2084.41,2048.88,2074.74
6/28/2001,2096.88,2157.32,2096.88,2125.46
6/29/2001,2129.89,2180.11,2118.11,2160.54
7/2/2001,2156.76,2181.05,2140.65,2148.72
7/3/2001,2137.1,2148.18,2123.75,2140.8
7/5/2001,2122.89,2130.96,2079.83,2080.11
7/6/2001,2060.73,2060.73,2001.82,2004.16
7/9/2001,2010.97,2038.17,2000.08,2026.71
7/10/2001,2043.61,2045.12,1960.15,1962.79
7/11/2001,1954.72,1975.79,1934.67,1972.04
7/12/2001,2033.22,2080.13,2031.84,2075.74
7/13/2001,2068.22,2105.15,2055.56,2084.79
7/16/2001,2078.53,2091.68,2025.41,2029.12
7/17/2001,2017.47,2067.44,2006.8,2067.32
7/18/2001,2035.09,2056.06,2003.95,2016.17
7/19/2001,2042.32,2079.33,2027.11,2046.59
7/20/2001,2015.23,2035.52,2009.56,2029.37
7/23/2001,2043.84,2047.85,1987.51,1988.56
7/24/2001,1980.37,1994.03,1939.28,1959.24
7/25/2001,1962.68,1984.98,1942.58,1984.32
7/26/2001,1980.03,2025.88,1963.21,2022.96
7/27/2001,2020.58,2039.15,2009.94,2029.07
7/30/2001,2034.11,2039.01,2009.94,2017.84
7/31/2001,2023.97,2057.1,2014.06,2027.13
8/1/2001,2051.56,2078.36,2045.13,2068.38
8/2/2001,2092.52,2103.16,2061.75,2087.38
8/3/2001,2079.15,2079.15,2047.62,2066.33
8/6/2001,2047.86,2053.6,2032.51,2034.26
8/7/2001,2026.84,2043.48,2013.75,2027.79
8/8/2001,2015.75,2038.64,1958.67,1966.36
8/9/2001,1962.48,1971.61,1941.24,1963.32
8/10/2001,1957.34,1967.03,1915.99,1956.47
8/13/2001,1963.04,1986.33,1951.46,1982.25
8/14/2001,1990.83,1998.59,1961.53,1964.53
8/15/2001,1964.2,1975.18,1918.74,1918.89
8/16/2001,1899.9,1930.46,1879.07,1930.32
8/17/2001,1893.03,1903.73,1862.76,1867.01
8/20/2001,1866.29,1881.62,1854.96,1881.35
8/21/2001,1883.44,1893.39,1831.28,1831.3
8/22/2001,1851.75,1860.02,1817.7,1860.01
8/23/2001,1857.52,1883.48,1842.51,1842.97
8/24/2001,1863.32,1916.83,1857.73,1916.8
8/27/2001,1912.7,1933.94,1897.63,1912.41
8/28/2001,1912.67,1916.28,1864.72,1864.98
8/29/2001,1875.44,1879.76,1833.65,1843.17
8/30/2001,1817.19,1833.29,1777.11,1791.68
8/31/2001,1784.26,1817.72,1782.1,1805.43
9/4/2001,1802.29,1836.19,1770.76,1770.78
9/5/2001,1771.75,1782.5,1715.86,1759.01
9/6/2001,1736.2,1753.83,1702.92,1705.64
9/7/2001,1694.02,1724.57,1676.42,1687.7
9/10/2001,1673.78,1702.12,1669.94,1695.38
9/17/2001,1613.83,1629.1,1579.28,1579.55
9/18/2001,1591.77,1605.06,1548.85,1555.08
9/19/2001,1560.52,1568.22,1451.31,1527.8
9/20/2001,1494.94,1513.24,1467.1,1470.93
9/21/2001,1395.79,1454.04,1387.06,1423.19
9/24/2001,1459.47,1507.51,1459.47,1499.4
9/25/2001,1505.52,1528.33,1480.69,1501.64
9/26/2001,1514.76,1516.12,1458.34,1464.04
9/27/2001,1456.8,1465.7,1418.15,1460.71
9/28/2001,1472.56,1499.58,1466.78,1498.8
10/1/2001,1491.45,1491.45,1458.41,1480.46
10/2/2001,1479.01,1504.24,1473.13,1492.33
10/3/2001,1479.27,1595.48,1473.22,1580.81
10/4/2001,1602.6,1641.56,1581.08,1597.31
10/5/2001,1586.4,1608.76,1548.81,1605.3
10/8/2001,1582.93,1621.11,1574.65,1605.95
10/9/2001,1604.11,1607.2,1565.97,1570.19
10/10/2001,1563.96,1626.99,1558.81,1626.26
10/11/2001,1649.55,1701.48,1649.55,1701.47
10/12/2001,1690.21,1707.43,1651.24,1703.4
10/15/2001,1684.04,1698.24,1663.78,1696.31
10/16/2001,1704.75,1722.85,1690.54,1722.07
10/17/2001,1752.94,1754.01,1646.34,1646.34
10/18/2001,1648.69,1668,1634.72,1652.72
10/19/2001,1644.49,1675.2,1628.24,1671.31
10/22/2001,1666.08,1708.09,1660.22,1708.08
10/23/2001,1720.54,1739.47,1695.22,1704.44
10/24/2001,1707.52,1736.17,1697.69,1731.54
10/25/2001,1708.49,1775.51,1683.61,1775.47
10/26/2001,1763.78,1792.87,1763,1768.96
10/29/2001,1763.42,1767.97,1699.4,1699.52
10/30/2001,1682.3,1686.68,1646.3,1667.41
10/31/2001,1690.12,1721.69,1677.71,1690.2
11/1/2001,1705.52,1746.65,1683.99,1746.3
11/2/2001,1741.37,1759.65,1726.61,1745.73
11/5/2001,1768.29,1801.55,1768.29,1793.65
11/6/2001,1786.92,1835.49,1777.91,1835.08
11/7/2001,1821.04,1868.31,1820.28,1837.53
11/8/2001,1855.68,1888.39,1816.56,1827.77
11/9/2001,1824.73,1838.38,1809.29,1828.48
11/12/2001,1826.25,1848,1782.48,1840.13
11/13/2001,1871.47,1893.92,1867.27,1892.11
11/14/2001,1910.45,1922.45,1875.27,1903.19
11/15/2001,1891.36,1922.12,1882.84,1900.57
11/16/2001,1903.48,1908.21,1882.53,1898.58
11/19/2001,1912.48,1934.7,1905.36,1934.42
11/20/2001,1926.47,1930.21,1877.79,1880.51
11/21/2001,1873.6,1884.49,1853.67,1875.05
11/23/2001,1878.91,1905.58,1873.64,1903.2
11/26/2001,1914.53,1941.31,1906.89,1941.23
11/27/2001,1931.59,1965.09,1902.89,1935.97
11/28/2001,1921.6,1941.79,1887.97,1887.97
11/29/2001,1898.63,1933.46,1889.29,1933.26
11/30/2001,1929.29,1941.94,1916.73,1930.58
12/3/2001,1915.13,1925.35,1898.98,1904.9
12/4/2001,1917.66,1963.22,1913.92,1963.1
12/5/2001,1980.3,2056.81,1980.3,2046.84
12/6/2001,2045.22,2065.69,2037.64,2054.27
12/7/2001,2043.68,2046.99,2002.34,2021.26
12/10/2001,2007.67,2036.54,1989.68,1992.12
12/11/2001,2009.93,2032.63,1995.09,2001.93
12/12/2001,2007.48,2022.76,1975.65,2011.38
12/13/2001,1979.84,1985.79,1945.29,1946.51
12/14/2001,1945.18,1965.74,1934.6,1953.17
12/17/2001,1951.45,1994.48,1951.45,1987.45
12/18/2001,1998.36,2010.91,1989.81,2004.76
12/19/2001,1981.65,2007.76,1971.07,1982.89
12/20/2001,1969,1972.32,1918.5,1918.54
12/21/2001,1941.55,1954.47,1931.87,1945.83
12/24/2001,1946.84,1953.9,1942.07,1944.48
12/26/2001,1948.77,1983.84,1948.77,1960.7
12/27/2001,1967.32,1982.73,1962.12,1976.42
12/28/2001,1985.71,2002.72,1982.37,1987.26
12/31/2001,1984.31,1989.17,1950.4,1950.4
1/2/2002,1965.18,1979.26,1936.56,1979.25
1/3/2002,1987.06,2044.56,1987.06,2044.27
1/4/2002,2061.83,2077.89,2033.56,2059.38
1/7/2002,2075.24,2081.09,2036.86,2037.1
1/8/2002,2039.42,2060.23,2027.34,2055.74
1/9/2002,2074.32,2098.88,2034.09,2044.89
1/10/2002,2045.13,2055.89,2026.05,2047.24
1/11/2002,2049.5,2058.77,2018.68,2022.46
1/14/2002,2012.59,2018.42,1979.94,1990.74
1/15/2002,1994.88,2011.25,1977.28,2000.91
1/16/2002,1976.42,1981.81,1944.32,1944.44
1/17/2002,1968.7,1985.83,1954.06,1985.82
1/18/2002,1943.56,1964.74,1922.7,1930.34
1/22/2002,1946.87,1947.41,1882.14,1882.53
1/23/2002,1889.53,1925.15,1879.24,1922.38
1/24/2002,1937.67,1959.93,1936.34,1942.58
1/25/2002,1929.15,1951.79,1923.06,1937.7
